Age,IQ,Time per Day (hrs),Assessment Score,Level of Student,Level of Course,Course Name,Consistency,Consistency_Num,Student_Level_Num,Course_Level_Num,Present Material Level,Relative Performance,Material Level,Present_Material_Level_Num,Material_Level_Num
17,107.18764241936404,3.5690993857280704,82,Beginner,Beginner,Science,Irregular,0,1,1,Beginner,52,Advanced,1,3
11,86.95977503809036,8.442796546756707,63,Intermediate,Advanced,English,Regular,1,2,3,Advanced,-12,Advanced,3,3
12,124.53906293485092,1.279197706509864,62,Beginner,Advanced,Math,Irregular,0,1,3,Beginner,2,Advanced,1,3
12,87.75869195417887,1.0081758245822188,70,Intermediate,Advanced,English,Regular,1,2,3,Intermediate,-5,Beginner,2,1
9,84.85866849879284,1.401300223847047,63,Intermediate,Advanced,English,Irregular,0,2,3,Advanced,-12,Beginner,3,1
17,110.03028717285083,1.2322402400413033,78,Advanced,Beginner,English,Regular,1,3,1,Advanced,18,Advanced,3,3
6,86.82296924720458,1.2738940238867251,92,Advanced,Intermediate,Math,Irregular,0,3,2,Advanced,17,Advanced,3,3
13,81.63734036889653,0.2401359241722784,56,Beginner,Advanced,Science,Irregular,0,1,3,Beginner,-4,Beginner,1,1
10,118.42494005701172,0.9906495790356148,47,Beginner,Intermediate,Math,Regular,1,1,2,Intermediate,2,Advanced,2,3
4,110.12721448908711,0.20203583837592165,93,Advanced,Beginner,English,Irregular,0,3,1,Advanced,33,Advanced,3,3
11,106.55592349905456,0.5467697942579355,66,Advanced,Advanced,History,Irregular,0,3,3,Advanced,-24,Beginner,3,1
13,72.07117151814121,4.646548880551552,65,Intermediate,Advanced,History,Regular,1,2,3,Intermediate,-10,Intermediate,2,2
13,84.95415214312015,0.6234882277030025,64,Intermediate,Beginner,Math,Irregular,0,2,1,Intermediate,19,Advanced,2,3
10,77.83545583045625,4.405651285850096,68,Advanced,Intermediate,Math,Regular,1,3,2,Advanced,-7,Advanced,3,3
11,73.0235578569444,4.055400481928904,65,Advanced,Advanced,Math,Regular,1,3,3,Advanced,-25,Advanced,3,3
13,98.17382027794534,3.293236556739991,63,Advanced,Intermediate,History,Regular,1,3,2,Intermediate,-12,Intermediate,2,2
13,98.8124513222755,5.0286776146216,60,Beginner,Beginner,History,Irregular,0,1,1,Intermediate,30,Advanced,2,3
10,84.26804500017231,2.120982484733435,54,Advanced,Beginner,English,Regular,1,3,1,Intermediate,-6,Intermediate,2,2
12,105.54844436097774,2.5979303288451154,54,Intermediate,Intermediate,Science,Regular,1,2,2,Beginner,-6,Advanced,1,3
16,130.59549871037015,0.14222473266974114,65,Advanced,Advanced,History,Irregular,0,3,3,Advanced,-25,Beginner,3,1
8,107.67878368390451,0.1787899527811066,58,Advanced,Advanced,English,Irregular,0,3,3,Intermediate,-32,Beginner,2,1
11,82.61054055840995,0.1993498652176618,61,Intermediate,Advanced,History,Regular,1,2,3,Intermediate,-14,Beginner,2,1
11,118.46110189743581,0.26492534211145613,70,Intermediate,Intermediate,English,Irregular,0,2,2,Advanced,10,Advanced,3,3
8,109.50877876559349,0.7721491064107409,56,Advanced,Advanced,English,Irregular,0,3,3,Advanced,-34,Beginner,3,1
11,102.15335748959018,1.0630127985399538,43,Intermediate,Intermediate,Math,Regular,1,2,2,Beginner,-17,Intermediate,1,2
8,125.50257683974444,1.0322991889805764,41,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,-4,Advanced,1,3
9,99.02859188177678,0.7140391705202198,83,Intermediate,Advanced,Science,Irregular,0,2,3,Intermediate,8,Intermediate,2,2
8,94.09986285434603,3.410813835145308,95,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,50,Advanced,1,3
12,101.54209162557638,0.07866255170020023,52,Advanced,Advanced,Math,Irregular,0,3,3,Intermediate,-38,Beginner,2,1
13,112.86086253551544,1.7882923767582932,47,Intermediate,Advanced,Science,Irregular,0,2,3,Intermediate,-28,Beginner,2,1
7,124.0438356233821,4.083877267128582,41,Beginner,Intermediate,English,Regular,1,1,2,Beginner,-4,Advanced,1,3
13,91.95759358257708,4.6173269353119055,72,Advanced,Advanced,Math,Irregular,0,3,3,Advanced,-18,Advanced,3,3
12,127.04147962438124,5.403455270513409,83,Advanced,Intermediate,History,Irregular,0,3,2,Advanced,8,Advanced,3,3
13,104.31006762888364,0.5511480639020554,40,Intermediate,Advanced,Science,Regular,1,2,3,Advanced,-35,Beginner,3,1
7,106.57962535346651,0.028611292472652265,98,Advanced,Beginner,Science,Regular,1,3,1,Advanced,38,Advanced,3,3
12,113.71482676483662,3.6558285293760777,78,Beginner,Intermediate,Science,Regular,1,1,2,Beginner,33,Advanced,1,3
13,101.10119604929758,0.14016980644755728,50,Advanced,Beginner,Math,Irregular,0,3,1,Advanced,-10,Intermediate,3,2
12,92.52737653614001,1.235232255809196,73,Beginner,Intermediate,Math,Regular,1,1,2,Intermediate,28,Advanced,2,3
14,99.18519041000907,0.8361614874500938,82,Intermediate,Advanced,Science,Regular,1,2,3,Advanced,7,Advanced,3,3
11,116.52235620142056,1.0954879575702683,58,Beginner,Intermediate,History,Regular,1,1,2,Beginner,13,Intermediate,1,2
11,99.016149418757,1.0242735314586473,82,Advanced,Intermediate,English,Regular,1,3,2,Advanced,7,Advanced,3,3
11,102.59317105172143,0.5494371657501593,70,Advanced,Advanced,Science,Irregular,0,3,3,Advanced,-20,Beginner,3,1
14,82.51637297764408,0.29711207173842247,67,Intermediate,Intermediate,Math,Regular,1,2,2,Intermediate,7,Advanced,2,3
15,95.75719048587962,0.4534795146572149,99,Intermediate,Advanced,History,Regular,1,2,3,Intermediate,24,Advanced,2,3
12,107.13991255726147,0.8135267993325078,64,Advanced,Advanced,Science,Irregular,0,3,3,Advanced,-26,Beginner,3,1
13,92.51139900797364,0.22016059310168073,47,Advanced,Intermediate,English,Irregular,0,3,2,Advanced,-28,Beginner,3,1
13,77.14579194667603,0.15957640986052204,56,Intermediate,Advanced,English,Regular,1,2,3,Advanced,-19,Beginner,3,1
9,103.57116842623587,0.06281158214626487,97,Advanced,Beginner,Science,Irregular,0,3,1,Intermediate,37,Advanced,2,3
7,101.50384758448743,1.5848346268874454,77,Intermediate,Beginner,History,Regular,1,2,1,Intermediate,32,Advanced,2,3
12,93.75089856423813,0.922114002535313,46,Intermediate,Beginner,History,Regular,1,2,1,Beginner,1,Beginner,1,1
12,102.49360116468358,3.292057226408294e-05,45,Intermediate,Advanced,English,Irregular,0,2,3,Intermediate,-30,Beginner,2,1
10,109.18879684179296,0.5567895076789554,78,Advanced,Beginner,Science,Irregular,0,3,1,Advanced,18,Advanced,3,3
17,112.86002140944836,0.1619432108411681,53,Advanced,Intermediate,Science,Regular,1,3,2,Advanced,-22,Beginner,3,1
11,97.98787067731696,2.7612383107229554,96,Advanced,Beginner,English,Irregular,0,3,1,Advanced,36,Advanced,3,3
15,101.67614169980507,0.019843793006208837,43,Beginner,Advanced,History,Irregular,0,1,3,Intermediate,-17,Beginner,2,1
8,119.8774619787574,2.5318210913087826,82,Advanced,Advanced,English,Irregular,0,3,3,Advanced,-8,Advanced,3,3
8,134.44591733100737,0.6067660843904844,75,Beginner,Intermediate,History,Regular,1,1,2,Intermediate,30,Advanced,2,3
14,89.63839672096395,1.4319483471148546,64,Beginner,Intermediate,English,Regular,1,1,2,Beginner,19,Advanced,1,3
8,109.92467014865727,0.3087062530595204,52,Beginner,Beginner,Math,Regular,1,1,1,Beginner,22,Advanced,1,3
17,120.57395891553918,3.8583526785751054,90,Beginner,Intermediate,History,Irregular,0,1,2,Beginner,45,Advanced,1,3
13,127.6925505317427,4.838887208443982,47,Beginner,Intermediate,Math,Regular,1,1,2,Beginner,2,Advanced,1,3
12,104.10713546529628,0.3885927258137304,84,Intermediate,Beginner,Science,Irregular,0,2,1,Intermediate,39,Advanced,2,3
14,107.95116843543441,0.04519035048105728,83,Beginner,Intermediate,English,Irregular,0,1,2,Beginner,38,Advanced,1,3
9,86.93475875696404,0.07107705653062416,57,Beginner,Intermediate,English,Regular,1,1,2,Beginner,12,Beginner,1,1
13,106.70502750488257,1.0054938873110477,42,Beginner,Beginner,Science,Irregular,0,1,1,Beginner,12,Intermediate,1,2
14,91.50963930067387,0.17588748607716745,63,Beginner,Advanced,Science,Irregular,0,1,3,Beginner,3,Beginner,1,1
14,95.69250032755339,0.04556533630989469,99,Beginner,Advanced,Science,Irregular,0,1,3,Beginner,39,Advanced,1,3
18,113.93631067159221,4.2463851900740845,67,Intermediate,Advanced,History,Regular,1,2,3,Beginner,-8,Advanced,1,3
17,86.65557214966233,2.7911753744078514,71,Intermediate,Beginner,Science,Regular,1,2,1,Intermediate,26,Advanced,2,3
16,91.1975073040439,3.9062051468088113,63,Intermediate,Advanced,Science,Irregular,0,2,3,Intermediate,-12,Advanced,2,3
12,110.6670452793825,4.034082297774562,86,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,41,Advanced,1,3
14,108.72104160241409,2.991928610309009,59,Advanced,Beginner,English,Irregular,0,3,1,Advanced,-1,Advanced,3,3
10,101.84131041019499,0.21308689204423653,92,Intermediate,Intermediate,History,Regular,1,2,2,Intermediate,32,Advanced,2,3
18,107.70931348571386,1.953527099785247,44,Beginner,Intermediate,History,Regular,1,1,2,Beginner,-1,Beginner,1,1
10,98.95975224334863,3.6760375348712566,53,Beginner,Intermediate,English,Regular,1,1,2,Beginner,8,Advanced,1,3
15,109.71132733764443,1.8118459945386336,92,Intermediate,Advanced,English,Regular,1,2,3,Beginner,17,Advanced,1,3
9,96.67645770865163,0.27360164669532305,41,Intermediate,Advanced,English,Irregular,0,2,3,Beginner,-34,Beginner,1,1
13,93.54889132943467,2.319015322492861,70,Advanced,Intermediate,Math,Regular,1,3,2,Intermediate,-5,Advanced,2,3
15,104.58196577737921,0.46808276251268843,86,Intermediate,Intermediate,Math,Regular,1,2,2,Intermediate,26,Advanced,2,3
13,121.88447557788868,0.5658001309677674,57,Advanced,Intermediate,History,Regular,1,3,2,Advanced,-18,Beginner,3,1
10,95.01029732208627,2.9472949829901833,89,Advanced,Beginner,Math,Regular,1,3,1,Intermediate,29,Advanced,2,3
13,104.98236413508639,0.39525068555784915,69,Advanced,Intermediate,Math,Regular,1,3,2,Advanced,-6,Advanced,3,3
15,86.50377501776887,0.6973318187028504,85,Intermediate,Advanced,History,Irregular,0,2,3,Intermediate,10,Beginner,2,1
15,111.14149074439149,2.9134433315907993,86,Advanced,Beginner,English,Irregular,0,3,1,Advanced,26,Advanced,3,3
12,86.51263275522774,3.5564317326372326,75,Beginner,Advanced,English,Irregular,0,1,3,Beginner,15,Advanced,1,3
13,80.19739449086623,0.8798462732065411,46,Beginner,Beginner,History,Regular,1,1,1,Beginner,16,Beginner,1,1
11,91.34590467184785,1.2701886256901629,62,Beginner,Advanced,History,Irregular,0,1,3,Beginner,2,Beginner,1,1
14,97.72161611745733,0.8079672885916569,59,Beginner,Beginner,History,Regular,1,1,1,Beginner,29,Advanced,1,3
14,59.265595030838995,0.3643507847811501,66,Intermediate,Intermediate,History,Regular,1,2,2,Intermediate,6,Beginner,2,1
6,107.46905038788691,2.9972533077384687,88,Beginner,Beginner,Science,Regular,1,1,1,Beginner,58,Advanced,1,3
14,95.26258956752682,5.235290301260257,64,Beginner,Intermediate,Science,Regular,1,1,2,Beginner,19,Advanced,1,3
7,117.86436405829517,1.9741936862248743,59,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,14,Advanced,1,3
13,77.52372896323479,1.4722681474379242,47,Beginner,Beginner,History,Irregular,0,1,1,Beginner,17,Beginner,1,1
8,91.49707255575642,3.990694764952392,73,Intermediate,Beginner,Science,Irregular,0,2,1,Intermediate,28,Advanced,2,3
12,109.40888247230812,2.0716350555379797,42,Intermediate,Advanced,Science,Irregular,0,2,3,Advanced,-33,Beginner,3,1
12,126.4125174952305,0.17317838440618652,77,Beginner,Advanced,Math,Regular,1,1,3,Beginner,17,Advanced,1,3
11,110.58093138588208,1.7187921466428104,96,Advanced,Advanced,History,Regular,1,3,3,Advanced,6,Advanced,3,3
10,102.51481206858593,0.5856945068209901,44,Advanced,Intermediate,Math,Irregular,0,3,2,Advanced,-31,Beginner,3,1
9,104.80933379763026,0.6029069142105195,52,Advanced,Beginner,Math,Regular,1,3,1,Advanced,-8,Advanced,3,3
10,136.51547787291105,5.345229250569584,69,Intermediate,Advanced,Math,Irregular,0,2,3,Intermediate,-6,Advanced,2,3
11,110.43328908160073,1.1559051426826377,77,Intermediate,Advanced,English,Regular,1,2,3,Advanced,2,Advanced,3,3
12,120.45791418345189,0.9124072895187803,63,Advanced,Intermediate,Math,Irregular,0,3,2,Advanced,-12,Advanced,3,3
8,81.07003113528971,2.1007720971056676,86,Advanced,Beginner,History,Regular,1,3,1,Advanced,26,Advanced,3,3
14,79.35833849717774,0.6692714003976898,54,Advanced,Advanced,History,Regular,1,3,3,Advanced,-36,Beginner,3,1
17,90.81538568245213,2.1930215736091316,45,Advanced,Advanced,Science,Regular,1,3,3,Advanced,-45,Beginner,3,1
15,98.6863116340177,0.9228232363166629,94,Advanced,Beginner,History,Irregular,0,3,1,Advanced,34,Advanced,3,3
15,89.7561711845374,3.4520248599910355,65,Beginner,Advanced,English,Regular,1,1,3,Intermediate,5,Advanced,2,3
11,93.17932833156925,2.1294513483609085,85,Intermediate,Beginner,History,Regular,1,2,1,Intermediate,40,Advanced,2,3
15,76.03852731905775,2.2782988809219136,82,Beginner,Advanced,Math,Regular,1,1,3,Beginner,22,Advanced,1,3
11,89.67329960954649,3.2870441987893595,56,Intermediate,Intermediate,History,Regular,1,2,2,Advanced,-4,Advanced,3,3
14,95.75849692576703,0.4577848325020361,63,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,18,Advanced,1,3
8,88.74579183082926,2.0993616097419032,47,Beginner,Intermediate,History,Irregular,0,1,2,Beginner,2,Beginner,1,1
16,101.442276223581,0.9820356686797318,63,Intermediate,Beginner,Science,Regular,1,2,1,Advanced,18,Advanced,3,3
11,121.36137598184631,3.5803387075262485,92,Beginner,Advanced,Math,Regular,1,1,3,Beginner,32,Advanced,1,3
10,94.42013878126261,0.8047813063811697,85,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,40,Advanced,1,3
11,71.78425019257855,1.3917168646228861,98,Intermediate,Beginner,English,Irregular,0,2,1,Advanced,53,Advanced,3,3
13,110.90243747517302,1.5998973324482058,71,Advanced,Beginner,English,Regular,1,3,1,Advanced,11,Advanced,3,3
14,120.20346911067324,0.00037416820769775903,74,Intermediate,Advanced,History,Regular,1,2,3,Intermediate,-1,Beginner,2,1
14,107.31685355700824,7.967864485706762,45,Advanced,Intermediate,English,Regular,1,3,2,Advanced,-30,Advanced,3,3
9,103.46617945149325,0.36456576197188534,60,Advanced,Intermediate,English,Regular,1,3,2,Intermediate,-15,Beginner,2,1
13,116.80498393857,0.2646678486293794,61,Intermediate,Intermediate,Science,Regular,1,2,2,Intermediate,1,Advanced,2,3
12,99.67942371238486,5.461993100314996,63,Beginner,Beginner,Science,Regular,1,1,1,Intermediate,33,Advanced,2,3
13,117.68425909673573,1.8749506481177556,94,Beginner,Advanced,Science,Regular,1,1,3,Beginner,34,Advanced,1,3
13,74.55391604462868,0.2658389984934795,87,Beginner,Advanced,Science,Regular,1,1,3,Beginner,27,Intermediate,1,2
11,81.71661643517297,0.34605192852223426,59,Advanced,Advanced,History,Irregular,0,3,3,Advanced,-31,Beginner,3,1
7,111.98132130093872,1.9004516981342434,79,Advanced,Intermediate,History,Irregular,0,3,2,Advanced,4,Advanced,3,3
14,82.46972125882009,2.602541599965768,54,Beginner,Beginner,English,Regular,1,1,1,Beginner,24,Advanced,1,3
13,82.30415226594894,1.1729562032441065,52,Advanced,Advanced,Math,Regular,1,3,3,Advanced,-38,Beginner,3,1
15,87.19168354928026,0.11158995595492074,98,Advanced,Beginner,English,Irregular,0,3,1,Advanced,38,Advanced,3,3
8,106.8819997978226,1.1108008416497317,61,Advanced,Beginner,Science,Regular,1,3,1,Intermediate,1,Advanced,2,3
13,91.15026444424531,5.014730438780056,58,Beginner,Intermediate,History,Irregular,0,1,2,Intermediate,13,Advanced,2,3
11,88.0188516176807,1.28160491971834,98,Beginner,Advanced,History,Regular,1,1,3,Intermediate,38,Advanced,2,3
7,103.96859904683363,1.520245079776307,43,Advanced,Beginner,Science,Regular,1,3,1,Advanced,-17,Intermediate,3,2
10,104.9885919851756,1.754458779238444,90,Beginner,Intermediate,Math,Regular,1,1,2,Beginner,45,Advanced,1,3
16,109.79457331509914,0.8388489388967033,81,Advanced,Beginner,Science,Irregular,0,3,1,Advanced,21,Advanced,3,3
11,112.39809042267224,0.76061267185159,74,Advanced,Advanced,Science,Regular,1,3,3,Advanced,-16,Intermediate,3,2
13,115.82668260992405,3.4430941485400326,83,Advanced,Beginner,Science,Regular,1,3,1,Intermediate,23,Advanced,2,3
9,105.67806806737059,1.6818748486424933,57,Beginner,Advanced,History,Irregular,0,1,3,Intermediate,-3,Beginner,2,1
17,120.22856170813714,4.3021717304778395,56,Advanced,Beginner,English,Regular,1,3,1,Advanced,-4,Advanced,3,3
7,81.88255688231558,0.1738065643676842,93,Beginner,Intermediate,History,Irregular,0,1,2,Beginner,48,Intermediate,1,2
10,84.403120748411,1.0257910108029624,72,Advanced,Advanced,History,Irregular,0,3,3,Advanced,-18,Beginner,3,1
13,108.3776077556854,13.798379326593684,66,Intermediate,Beginner,History,Irregular,0,2,1,Intermediate,21,Advanced,2,3
18,87.58214910938841,1.4510866874480564,48,Beginner,Advanced,History,Regular,1,1,3,Beginner,-12,Beginner,1,1
9,125.85656997846334,1.1716162316365963,97,Intermediate,Intermediate,English,Irregular,0,2,2,Intermediate,37,Advanced,2,3
12,96.43459770307534,3.189173037071232,45,Intermediate,Beginner,English,Regular,1,2,1,Intermediate,0,Advanced,2,3
14,121.26586011723103,0.9357987949273432,50,Advanced,Beginner,Science,Regular,1,3,1,Advanced,-10,Advanced,3,3
16,116.84808092035166,0.16107218098188253,90,Intermediate,Intermediate,Science,Regular,1,2,2,Beginner,30,Advanced,1,3
11,81.46428258613435,0.8926160841658844,71,Beginner,Intermediate,Science,Regular,1,1,2,Intermediate,26,Advanced,2,3
11,121.0030993833213,4.9016239836232,52,Beginner,Beginner,History,Irregular,0,1,1,Intermediate,22,Advanced,2,3
16,105.44752599795171,1.463404511989465,51,Advanced,Beginner,History,Irregular,0,3,1,Advanced,-9,Beginner,3,1
13,85.05086192404816,0.8900595806484525,60,Intermediate,Intermediate,History,Regular,1,2,2,Intermediate,0,Beginner,2,1
14,90.7299866461977,0.6215366995605828,55,Advanced,Beginner,Science,Irregular,0,3,1,Advanced,-5,Beginner,3,1
10,132.03039811561598,1.7476287027684934,58,Beginner,Beginner,English,Regular,1,1,1,Beginner,28,Advanced,1,3
13,100.13303226181867,0.6778529266362394,59,Advanced,Beginner,Science,Regular,1,3,1,Advanced,-1,Advanced,3,3
12,102.44107423175065,1.2020998236729976,86,Intermediate,Advanced,English,Irregular,0,2,3,Intermediate,11,Advanced,2,3
7,101.27365429310473,1.0179852565817937,83,Beginner,Intermediate,Math,Irregular,0,1,2,Beginner,38,Advanced,1,3
11,106.03470049040621,1.5952856722793916,70,Beginner,Beginner,English,Irregular,0,1,1,Beginner,40,Advanced,1,3
9,78.12551709360056,1.878386997455089,85,Intermediate,Beginner,Science,Irregular,0,2,1,Advanced,40,Advanced,3,3
5,86.7342137516049,0.8966556911754775,45,Advanced,Advanced,English,Regular,1,3,3,Advanced,-45,Beginner,3,1
9,93.14605573162167,0.0744803059066842,44,Beginner,Advanced,Math,Regular,1,1,3,Intermediate,-16,Beginner,2,1
9,112.6886557210485,2.9817982987008644,44,Intermediate,Advanced,Science,Irregular,0,2,3,Intermediate,-31,Beginner,2,1
15,86.69311667606503,0.8345819067828573,71,Beginner,Beginner,Math,Regular,1,1,1,Beginner,41,Advanced,1,3
9,106.81831828826537,2.0655283279723005,48,Intermediate,Intermediate,English,Irregular,0,2,2,Beginner,-12,Beginner,1,1
14,115.48762523670499,1.415433394128803,45,Intermediate,Beginner,English,Regular,1,2,1,Beginner,0,Advanced,1,3
14,91.28869923544542,0.2777201486312242,69,Beginner,Intermediate,English,Irregular,0,1,2,Beginner,24,Intermediate,1,2
8,95.50571384128328,4.72626698077131,48,Advanced,Intermediate,English,Regular,1,3,2,Advanced,-27,Advanced,3,3
11,105.89781316001115,0.14536426297756977,88,Intermediate,Beginner,History,Irregular,0,2,1,Intermediate,43,Advanced,2,3
13,98.51007299709288,1.1590354631768192,46,Intermediate,Intermediate,History,Regular,1,2,2,Intermediate,-14,Beginner,2,1
14,98.79021999999797,1.2879277800388977,86,Intermediate,Intermediate,English,Regular,1,2,2,Intermediate,26,Advanced,2,3
10,118.75492655542546,1.2040128906415728,90,Beginner,Intermediate,Science,Regular,1,1,2,Intermediate,45,Advanced,2,3
15,89.8266644719364,0.2397376217704425,54,Beginner,Advanced,History,Irregular,0,1,3,Beginner,-6,Beginner,1,1
8,95.27213928579606,2.67266441024357,59,Intermediate,Intermediate,History,Regular,1,2,2,Intermediate,-1,Advanced,2,3
9,94.86294346107357,0.4109401975675666,68,Advanced,Beginner,History,Irregular,0,3,1,Advanced,8,Beginner,3,1
14,125.35658244544184,3.8222221952880693,90,Intermediate,Intermediate,Science,Regular,1,2,2,Intermediate,30,Advanced,2,3
12,122.52032681293933,3.925580822461134,97,Advanced,Advanced,Science,Regular,1,3,3,Advanced,7,Advanced,3,3
10,81.87364489253034,0.7491999638682129,49,Beginner,Intermediate,English,Regular,1,1,2,Beginner,4,Beginner,1,1
15,105.39606660197371,2.5754403120882197,58,Beginner,Beginner,English,Irregular,0,1,1,Beginner,28,Advanced,1,3
14,69.22350890746844,2.0401889263400825,97,Advanced,Advanced,English,Regular,1,3,3,Advanced,7,Advanced,3,3
12,87.0315740120215,3.3781972574769057,60,Advanced,Beginner,English,Regular,1,3,1,Intermediate,0,Advanced,2,3
16,104.57402766990117,0.2385588524733678,70,Intermediate,Intermediate,Math,Irregular,0,2,2,Beginner,10,Intermediate,1,2
9,82.50881833547604,3.28753085283123,56,Beginner,Advanced,English,Regular,1,1,3,Beginner,-4,Advanced,1,3
11,103.99107215006607,0.24618510751816314,65,Intermediate,Intermediate,Science,Irregular,0,2,2,Beginner,5,Beginner,1,1
10,90.6970256178646,2.0668906275805674,41,Beginner,Beginner,English,Regular,1,1,1,Beginner,11,Advanced,1,3
8,89.25605333060244,5.078889898995486,96,Intermediate,Intermediate,Math,Regular,1,2,2,Intermediate,36,Advanced,2,3
14,97.64013350821567,0.7855257532445605,76,Beginner,Intermediate,History,Irregular,0,1,2,Beginner,31,Intermediate,1,2
10,105.0611857379757,1.6400786188860574,66,Advanced,Advanced,Math,Irregular,0,3,3,Advanced,-24,Intermediate,3,2
15,102.02348117686297,1.5119265631452579,89,Advanced,Beginner,History,Regular,1,3,1,Advanced,29,Advanced,3,3
16,88.66657024788647,0.8319714375906829,48,Intermediate,Advanced,History,Regular,1,2,3,Advanced,-27,Beginner,3,1
18,97.41885982680905,1.0483078267915595,89,Intermediate,Advanced,History,Irregular,0,2,3,Advanced,14,Intermediate,3,2
14,101.35147758872664,4.066712469145358,70,Intermediate,Advanced,Science,Irregular,0,2,3,Intermediate,-5,Advanced,2,3
10,112.85395488566533,0.15275963793038774,52,Intermediate,Beginner,History,Regular,1,2,1,Intermediate,7,Beginner,2,1
7,99.73921836702664,2.2191670299480437,41,Intermediate,Beginner,English,Irregular,0,2,1,Beginner,-4,Intermediate,1,2
13,94.36088338015438,0.17437284269230974,68,Beginner,Advanced,History,Regular,1,1,3,Beginner,8,Beginner,1,1
11,93.40397173535769,0.002313465676756465,40,Intermediate,Advanced,English,Regular,1,2,3,Beginner,-35,Beginner,1,1
9,105.8321452354143,0.808323091839005,58,Intermediate,Advanced,English,Irregular,0,2,3,Intermediate,-17,Beginner,2,1
12,84.64907301504728,0.4683180613999199,59,Intermediate,Beginner,Math,Irregular,0,2,1,Intermediate,14,Advanced,2,3
11,75.11583334055543,2.9430317215626856,43,Advanced,Advanced,History,Regular,1,3,3,Intermediate,-47,Beginner,2,1
11,109.70097357481498,0.07275849579026794,76,Intermediate,Intermediate,History,Irregular,0,2,2,Intermediate,16,Beginner,2,1
12,139.10717813373546,1.484771888804842,67,Intermediate,Advanced,Science,Irregular,0,2,3,Intermediate,-8,Advanced,2,3
11,107.3093088888815,0.08951544202683018,52,Beginner,Intermediate,English,Irregular,0,1,2,Beginner,7,Beginner,1,1
11,104.77882296135972,4.194521690845853,48,Intermediate,Advanced,Science,Irregular,0,2,3,Beginner,-27,Beginner,1,1
13,119.7955797632882,0.45831566773635213,89,Intermediate,Beginner,English,Regular,1,2,1,Intermediate,44,Advanced,2,3
15,93.45675347988083,1.2499721242279045,67,Beginner,Intermediate,English,Irregular,0,1,2,Beginner,22,Advanced,1,3
15,103.20806701024564,1.314157354402525,83,Intermediate,Advanced,Math,Irregular,0,2,3,Intermediate,8,Advanced,2,3
13,83.40918370499864,0.5518041545988803,40,Advanced,Beginner,Math,Irregular,0,3,1,Advanced,-20,Beginner,3,1
14,97.33244721692617,1.7403528915796356,43,Intermediate,Beginner,History,Irregular,0,2,1,Intermediate,-2,Beginner,2,1
9,83.74718590754807,0.2971790867341774,47,Intermediate,Beginner,History,Regular,1,2,1,Intermediate,2,Beginner,2,1
13,112.06798653302553,4.6526832288260795,44,Advanced,Advanced,History,Irregular,0,3,3,Intermediate,-46,Beginner,2,1
13,89.38750124300512,0.4452302940031946,98,Advanced,Advanced,Science,Regular,1,3,3,Advanced,8,Advanced,3,3
16,91.70845915540097,1.2186993220404847,73,Intermediate,Beginner,Math,Irregular,0,2,1,Intermediate,28,Advanced,2,3
8,102.88665596767476,0.6016722833537498,93,Beginner,Beginner,Science,Irregular,0,1,1,Intermediate,63,Advanced,2,3
13,95.14724907093428,0.14039911191057264,63,Advanced,Beginner,Math,Irregular,0,3,1,Advanced,3,Advanced,3,3
13,126.51956535994083,0.39457533888236185,40,Advanced,Intermediate,History,Irregular,0,3,2,Advanced,-35,Beginner,3,1
13,115.17424709112403,5.168076472963918,95,Advanced,Advanced,English,Irregular,0,3,3,Advanced,5,Advanced,3,3
11,108.33744642874781,2.039681156391092,68,Intermediate,Advanced,History,Regular,1,2,3,Intermediate,-7,Intermediate,2,2
10,96.8510071354697,0.19727037260393632,58,Intermediate,Beginner,Math,Irregular,0,2,1,Intermediate,13,Advanced,2,3
8,90.68265632559401,0.1947801434959835,71,Beginner,Beginner,English,Regular,1,1,1,Intermediate,41,Advanced,2,3
6,88.14463771109722,1.2208647149116691,98,Intermediate,Advanced,English,Regular,1,2,3,Advanced,23,Advanced,3,3
12,99.17110418938478,0.20494911314648923,90,Advanced,Beginner,English,Regular,1,3,1,Advanced,30,Advanced,3,3
11,97.48431287895403,0.9447180178286336,72,Intermediate,Beginner,Science,Irregular,0,2,1,Intermediate,27,Advanced,2,3
13,113.80400455733839,2.33467571460736,90,Beginner,Beginner,Science,Regular,1,1,1,Beginner,60,Advanced,1,3
13,106.58629318291172,0.5301623071480301,86,Beginner,Beginner,Science,Regular,1,1,1,Beginner,56,Advanced,1,3
13,109.04020877327177,1.1395526052372542,53,Advanced,Advanced,Math,Irregular,0,3,3,Advanced,-37,Beginner,3,1
10,120.63922329958513,2.2407548509543274,97,Intermediate,Advanced,Math,Regular,1,2,3,Intermediate,22,Advanced,2,3
9,83.63849670212039,0.5269028280579467,78,Intermediate,Beginner,History,Regular,1,2,1,Intermediate,33,Advanced,2,3
17,115.85529741602909,0.535582690887408,96,Advanced,Advanced,History,Regular,1,3,3,Advanced,6,Advanced,3,3
14,100.1221568690137,2.849793316561777,83,Beginner,Advanced,History,Irregular,0,1,3,Beginner,23,Advanced,1,3
